Date,Ticker,Index_Source,Stock_Price,ATM_Strike,Implied_Volatility,1W_Call_Price,1W_Put_Price,1W_Call_Delta,1W_Put_Delta,1W_Gamma,1W_Call_Theta,1W_Put_Theta,1W_Vega,1W_Call_Rho,1W_Put_Rho,2W_Call_Price,2W_Put_Price,2W_Call_Delta,2W_Put_Delta,2W_Gamma,2W_Call_Theta,2W_Put_Theta,2W_Vega,2W_Call_Rho,2W_Put_Rho,3W_Call_Price,3W_Put_Price,3W_Call_Delta,3W_Put_Delta,3W_Gamma,3W_Call_Theta,3W_Put_Theta,3W_Vega,3W_Call_Rho,3W_Put_Rho
8/20/2026 11:18,PLTR,Nasdaq 100 / S&P 500,174.08,175,0.541,5.52,4.35,0.492,-0.508,0.0306,-0.3827,-0.3587,0.0962,0.0155,-0.018,7.45,6.05,0.5076,-0.4924,0.0222,-0.2667,-0.2428,0.136,0.0313,-0.0357,8.7,7.1,0.5167,-0.4833,0.0186,-0.214,-0.1901,0.1664,0.047,-0.0534
8/20/2026 11:18,PM,S&P 500,191.85,190,0.2653,3.63,3.15,0.6209,-0.3791,0.054,-0.2073,-0.1813,0.1011,0.0221,-0.0143,3.66,6.2,0.5955,-0.4045,0.0374,-0.1582,-0.1322,0.1456,0.0418,-0.0309,6.4,6.7,0.5902,-0.4098,0.0317,-0.1283,-0.1024,0.1789,0.0616,-0.0474
8/20/2026 11:18,PYPL,Nasdaq 100,61.95,60,0.3618,2.35,0.44,0.7525,-0.2475,0.1018,-0.0761,-0.0679,0.0271,0.0085,-0.003,2.49,0.79,0.6945,-0.3055,0.0789,-0.0611,-0.0529,0.0425,0.0154,-0.0076,2.53,1.16,0.6799,-0.3201,0.0706,-0.0485,-0.0403,0.0531,0.0224,-0.012
8/20/2026 11:18,QCOM,Nasdaq 100 / S&P 500,164.38,165,0.4946,4.3,5.37,0.4975,-0.5025,0.0354,-0.3315,-0.3089,0.0908,0.0149,-0.0167,4.7,7.45,0.51,-0.49,0.0268,-0.2225,-0.1999,0.1284,0.0299,-0.0332,6.85,8.38,0.5178,-0.4822,0.023,-0.1753,-0.1528,0.1571,0.045,-0.0496
8/20/2026 11:18,REGN,Nasdaq 100,838.61,840,0.3036,19.15,6.76,0.5018,-0.4982,0.0113,-1.0605,-0.9455,0.4633,0.0781,-0.0829,27.82,105.09,0.5131,-0.4869,0.0084,-0.7311,-0.6163,0.6549,0.1578,-0.1638,28.7,9.15,0.5207,-0.4793,0.007,-0.5959,-0.4812,0.8014,0.2379,-0.244
8/20/2026 11:18,ROP,Nasdaq 100,410.7,410,0.4655,5.15,89.81,0.5294,-0.4706,0.015,-0.7806,-0.7245,0.2263,0.0396,-0.039,5.15,89.81,0.5341,-0.4659,0.0106,-0.5594,-0.5033,0.3197,0.0781,-0.0788,10.27,21.8,0.539,-0.461,0.0123,-0.333,-0.277,0.3911,0.1194,-0.1158
8/20/2026 11:18,ROST,Nasdaq 100,230.44,230,0.6405,9.45,8.8,0.5306,-0.4694,0.0195,-0.5963,-0.5649,0.1269,0.0218,-0.0222,5.5,2.75,0.5351,-0.4649,0.0176,-0.336,-0.3046,0.1793,0.0437,-0.0444,10.69,9.41,0.5393,-0.4607,0.0154,-0.2598,-0.2283,0.2194,0.0653,-0.0667
8/20/2026 11:18,RTX,S&P 500,218.13,220,0.3064,2.97,3.34,0.4375,-0.5625,0.0426,-0.2732,-0.2431,0.119,0.0177,-0.0244,3.5,4,0.4657,-0.5343,0.0316,-0.1917,-0.1617,0.1698,0.0373,-0.0469,5,4.8,0.4794,-0.5206,0.0274,-0.1515,-0.1215,0.2085,0.0572,-0.069
8/20/2026 11:18,SBUX,Nasdaq 100 / S&P 500,104.28,105,0.2346,1.05,2.54,0.4341,-0.5659,0.1161,-0.1013,-0.0869,0.0568,0.0085,-0.0116,1.94,2.5,0.4759,-0.5241,0.0681,-0.0896,-0.0753,0.0813,0.0182,-0.022,2.8,1.64,0.4887,-0.5113,0.0584,-0.0715,-0.0572,0.0997,0.0279,-0.0324
8/20/2026 11:18,SCHW,S&P 500,111.21,110,0.271,2.28,0.97,0.631,-0.369,0.0904,-0.1217,-0.1067,0.0581,0.013,-0.0081,2.71,1.62,0.6025,-0.3975,0.0629,-0.0933,-0.0782,0.084,0.0245,-0.0176,2.99,1.88,0.6014,-0.3986,0.0571,-0.0708,-0.0557,0.103,0.0365,-0.0266
8/20/2026 11:18,SHOP,Nasdaq 100,145.09,145,0.5165,3.81,3.98,0.5229,-0.4771,0.0384,-0.305,-0.2852,0.08,0.0137,-0.014,6.2,4.85,0.5294,-0.4706,0.029,-0.2045,-0.1847,0.113,0.0273,-0.0282,6.73,5.96,0.5347,-0.4653,0.0242,-0.1649,-0.1451,0.1383,0.0407,-0.0425
8/20/2026 11:18,SNDK,Nasdaq 100,1595.35,1600,0.9273,89.9,80,0.5195,-0.4805,0.0019,-5.9336,-5.7146,0.8803,0.1436,-0.163,132.28,109.03,0.534,-0.466,0.0014,-4.217,-3.9983,1.2419,0.2828,-0.3298,146,120.51,0.5437,-0.4563,0.0011,-3.4084,-3.1899,1.5175,0.4188,-0.4991
8/20/2026 11:18,SNPS,Nasdaq 100,399.8,400,0.6649,16.2,16,0.5203,-0.4797,0.0108,-1.0742,-1.0194,0.2206,0.0371,-0.0396,35.6,17,0.5277,-0.4723,0.0087,-0.6748,-0.6201,0.3116,0.0738,-0.0793,33.4,18.34,0.533,-0.467,0.0077,-0.514,-0.4594,0.3813,0.1105,-0.1189
8/20/2026 11:18,SO,S&P 500,92.51,95,0.1831,0.2,3.09,0.1594,-0.8406,0.1035,-0.0427,-0.0297,0.0311,0.0028,-0.0154,0.5,2.5,0.3831,-0.6169,0.056,-0.0976,-0.0846,0.0692,0.0129,-0.0234,0.77,3.42,0.3165,-0.6835,0.0814,-0.0409,-0.028,0.079,0.0163,-0.0382
8/20/2026 11:18,SPG,S&P 500,222.28,220,0.3125,2.7,0.66,0.611,-0.389,0.0399,-0.2813,-0.2512,0.118,0.0251,-0.0171,2.7,0.66,0.5911,-0.4089,0.0286,-0.2058,-0.1757,0.1691,0.0478,-0.0365,6.79,4.9,0.6177,-0.3823,0.0358,-0.1147,-0.0846,0.2034,0.0756,-0.0506
8/20/2026 11:18,STX,Nasdaq 100,858.78,860,0.7879,42,50.82,0.5201,-0.4799,0.0043,-2.7228,-2.6051,0.4739,0.0785,-0.0862,56.56,66.8,0.5326,-0.4674,0.0029,-1.9754,-1.8579,0.6687,0.1547,-0.1745,56.06,64.86,0.54,-0.46,0.0025,-1.5579,-1.4404,0.8176,0.23,-0.2633
8/20/2026 11:18,T,S&P 500,25.19,25,0.2686,0.44,0.29,0.5979,-0.4021,0.413,-0.0279,-0.0245,0.0135,0.0028,-0.002,0.58,0.46,0.583,-0.417,0.3,-0.0201,-0.0166,0.0193,0.0054,-0.0042,0.69,0.47,0.5779,-0.4221,0.2452,-0.0168,-0.0133,0.0236,0.0079,-0.0064
8/20/2026 11:18,TMO,S&P 500,632.36,630,0.3143,5,3.7,0.5516,-0.4484,0.0144,-0.8239,-0.7377,0.3464,0.0645,-0.0562,5.55,40.6,0.5503,-0.4497,0.0108,-0.5645,-0.4784,0.4901,0.1272,-0.114,6.5,7.17,0.5513,-0.4487,0.0088,-0.4664,-0.3803,0.6001,0.1891,-0.1723
8/20/2026 11:18,TMUS,Nasdaq 100 / S&P 500,181.58,180,0.355,4.65,3.2,0.5878,-0.4122,0.0436,-0.2622,-0.2376,0.0979,0.0196,-0.0149,7.2,5.1,0.5849,-0.4151,0.0374,-0.1589,-0.1343,0.1386,0.0388,-0.0302,6.9,6.26,0.5792,-0.4208,0.0305,-0.1329,-0.1083,0.1703,0.0569,-0.0463
8/20/2026 11:18,TRI,Nasdaq 100,105.59,105,0.6055,2.59,2.56,0.5478,-0.4522,0.0447,-0.2579,-0.2435,0.0579,0.0104,-0.0098,2.59,2.56,0.5488,-0.4512,0.0316,-0.1843,-0.1699,0.0819,0.0202,-0.02,6.57,6.85,0.5519,-0.4481,0.0309,-0.128,-0.1136,0.1002,0.0303,-0.0299
8/20/2026 11:18,TRV,Dow 30,365.85,370,0.2664,1.05,5.73,0.3968,-0.6032,0.0286,-0.391,-0.3403,0.1953,0.0271,-0.0438,1.05,5.73,0.4389,-0.5611,0.0207,-0.2899,-0.2393,0.2825,0.0593,-0.0824,5.6,11.55,0.4452,-0.5548,0.021,-0.1987,-0.1481,0.3468,0.0902,-0.1221
8/20/2026 11:18,TSLA,Nasdaq 100 / S&P 500,342.89,340,0.3219,7.75,6.15,0.5924,-0.4076,0.0254,-0.4506,-0.4041,0.1843,0.0375,-0.0277,12.6,10.44,0.5696,-0.4304,0.0152,-0.3878,-0.3413,0.2638,0.0703,-0.0599,14.6,12.3,0.567,-0.433,0.0124,-0.3218,-0.2753,0.3235,0.1035,-0.0916
8/20/2026 11:18,TTWO,Nasdaq 100,236.4,240,0.5219,4.6,9.91,0.4364,-0.5636,0.0231,-0.494,-0.4612,0.1289,0.0188,-0.0272,6.3,9.1,0.4591,-0.5409,0.0187,-0.3142,-0.2814,0.1837,0.0389,-0.0529,9.2,11.01,0.4722,-0.5278,0.0166,-0.242,-0.2092,0.2257,0.0595,-0.0782
8/20/2026 11:18,TXN,Nasdaq 100 / S&P 500,267.75,270,0.4547,6.9,8.45,0.4656,-0.5344,0.0236,-0.4949,-0.458,0.1474,0.0228,-0.0289,8.2,9.67,0.4873,-0.5127,0.0173,-0.3451,-0.3082,0.2091,0.0468,-0.0565,8.8,11.1,0.499,-0.501,0.0146,-0.2772,-0.2404,0.2562,0.071,-0.0839
8/20/2026 11:18,UBER,S&P 500,78.56,80,0.3711,1.1,2.76,0.3782,-0.6218,0.0942,-0.1136,-0.1026,0.0414,0.0055,-0.0098,1.65,3.15,0.4274,-0.5726,0.0674,-0.0859,-0.075,0.0604,0.0122,-0.0184,2,2.9,0.4464,-0.5536,0.0583,-0.0683,-0.0574,0.0745,0.0189,-0.027
8/20/2026 11:18,UNH,Dow 30 / S&P 500,387.24,390,0.3148,5.9,6.72,0.4527,-0.5473,0.0235,-0.501,-0.4476,0.2124,0.0325,-0.0422,9.45,8.78,0.4783,-0.5217,0.0169,-0.3599,-0.3066,0.3021,0.0678,-0.0815,11.25,10.5,0.4921,-0.5079,0.0139,-0.297,-0.2438,0.3705,0.1035,-0.1202
8/20/2026 11:18,UNP,S&P 500,307.18,310,0.2712,2.22,10.66,0.4213,-0.5787,0.0339,-0.3396,-0.2971,0.1664,0.0242,-0.0352,1.86,11,0.4574,-0.5426,0.024,-0.2527,-0.2103,0.2386,0.0518,-0.0669,4.43,3.6,0.4649,-0.5351,0.0239,-0.1763,-0.1339,0.2928,0.0789,-0.099
8/20/2026 11:18,UPS,S&P 500,103.28,105,0.2219,0.62,3.29,0.3118,-0.6882,0.1114,-0.0845,-0.0701,0.0506,0.0061,-0.0141,1.05,3.77,0.3861,-0.6139,0.0794,-0.0711,-0.0568,0.0774,0.0148,-0.0254,1.2,3.21,0.4137,-0.5863,0.068,-0.0588,-0.0444,0.0965,0.0236,-0.0366
8/20/2026 11:18,USB,S&P 500,62.76,65,0.2315,0.16,1.22,0.1473,-0.8527,0.1145,-0.0343,-0.0254,0.02,0.0017,-0.0107,0.3,2.6,0.2474,-0.7526,0.1072,-0.0353,-0.0264,0.0388,0.0058,-0.0191,0.56,2.29,0.292,-0.708,0.0978,-0.0311,-0.0222,0.0517,0.0102,-0.0271
8/20/2026 11:18,V,Dow 30 / S&P 500,368.17,370,0.2142,3.87,6.35,0.4523,-0.5477,0.0363,-0.3313,-0.2807,0.2019,0.0312,-0.0397,5.93,6.33,0.4801,-0.5199,0.0254,-0.2469,-0.1963,0.2873,0.0656,-0.076,8.2,7.16,0.4944,-0.5056,0.0208,-0.2059,-0.1554,0.3523,0.1005,-0.1117
8/20/2026 11:18,VRSK,Nasdaq 100,189,190,0.3928,0.8,6,0.4792,-0.5208,0.0387,-0.3045,-0.2785,0.1043,0.0167,-0.0197,0.8,6,0.4979,-0.5021,0.0274,-0.2193,-0.1933,0.1477,0.034,-0.0387,5.56,13.5,0.5048,-0.4952,0.0257,-0.1599,-0.1339,0.1808,0.0514,-0.0576
8/20/2026 11:18,VRTX,Nasdaq 100,547.87,550,0.3084,10,12.65,0.4812,-0.5188,0.017,-0.701,-0.6257,0.3023,0.0489,-0.0565,10.23,19.3,0.4962,-0.5038,0.0135,-0.4565,-0.3813,0.428,0.1,-0.1106,14.95,51.91,0.5072,-0.4928,0.011,-0.382,-0.3068,0.5242,0.1517,-0.1638
8/20/2026 11:18,VZ,Dow 30 / S&P 500,49.55,50,0.2202,0.39,1.15,0.4008,-0.5992,0.2558,-0.0444,-0.0375,0.0265,0.0037,-0.0059,0.65,1.87,0.4449,-0.5551,0.1789,-0.0341,-0.0272,0.0383,0.0082,-0.011,0.84,1.38,0.4638,-0.5362,0.1515,-0.0278,-0.021,0.0472,0.0127,-0.016
8/20/2026 11:18,WBD,Nasdaq 100,28.31,28,0.3184,0.55,0.05,0.6139,-0.3861,0.3066,-0.0364,-0.0326,0.015,0.0032,-0.0022,0.65,0.27,0.5908,-0.4092,0.2124,-0.0276,-0.0237,0.0215,0.0061,-0.0047,0.54,0.79,0.5838,-0.4162,0.1725,-0.0231,-0.0193,0.0265,0.0089,-0.0072
8/20/2026 11:18,WDAY,Nasdaq 100,197.54,200,0.6189,6.66,9.2,0.464,-0.536,0.0235,-0.4923,-0.4649,0.1087,0.0165,-0.0218,7.34,12.02,0.4833,-0.5167,0.0186,-0.3177,-0.2903,0.1542,0.0337,-0.0429,8.4,13.01,0.4951,-0.5049,0.016,-0.2488,-0.2215,0.189,0.0511,-0.0637
8/20/2026 11:18,WDC,Nasdaq 100,473.08,470,0.767,24.65,20.05,0.5492,-0.4508,0.0079,-1.4536,-1.3892,0.2594,0.0457,-0.0444,31.73,25.86,0.5524,-0.4476,0.0054,-1.0566,-0.9924,0.3664,0.0884,-0.0915,36.7,37.2,0.5562,-0.4438,0.0047,-0.8143,-0.7501,0.4482,0.1311,-0.1385
8/20/2026 11:18,WFC,S&P 500,85.19,85,0.2878,1.46,1.12,0.5398,-0.4602,0.1169,-0.1024,-0.0907,0.0468,0.0085,-0.0078,1.93,1.47,0.5414,-0.4586,0.0865,-0.071,-0.0594,0.0662,0.0169,-0.0156,2.16,1.72,0.5446,-0.4554,0.073,-0.0573,-0.0457,0.081,0.0253,-0.0234
8/20/2026 11:18,WMT,Dow 30 / Nasdaq 100 / S&P 500,103.61,105,0.2649,1.12,2.51,0.3744,-0.6256,0.0997,-0.1081,-0.0937,0.0544,0.0073,-0.0129,1.38,2.71,0.417,-0.583,0.0769,-0.0764,-0.0621,0.0792,0.016,-0.0242,1.7,3.23,0.4439,-0.5561,0.0624,-0.0656,-0.0512,0.0982,0.0253,-0.0349
8/20/2026 11:18,XEL,Nasdaq 100,79.88,80,0.3643,0.17,0.72,0.5058,-0.4942,0.099,-0.1201,-0.1092,0.0441,0.0074,-0.0079,0.17,0.72,0.5166,-0.4834,0.0699,-0.0865,-0.0755,0.0624,0.0149,-0.0157,1.75,2.64,0.521,-0.479,0.102,-0.0425,-0.0316,0.0763,0.023,-0.0229
8/20/2026 11:18,XOM,S&P 500,167.91,170,0.2726,1.87,3.64,0.3887,-0.6113,0.0605,-0.1823,-0.159,0.0891,0.0122,-0.0204,3.1,3.66,0.4392,-0.5608,0.0409,-0.1453,-0.1221,0.1297,0.0271,-0.038,3.74,5.35,0.4588,-0.5412,0.0344,-0.119,-0.0958,0.1598,0.0421,-0.0554
8/20/2026 11:18,ZS,Nasdaq 100,177.46,175,0.6689,8.89,3.5,0.5821,-0.4179,0.0238,-0.4716,-0.4476,0.096,0.0183,-0.0152,16.22,8.3,0.5709,-0.4291,0.0115,-0.4898,-0.4659,0.1365,0.0331,-0.0339,19.9,11.39,0.5734,-0.4266,0.0106,-0.3578,-0.3339,0.1669,0.0492,-0.0512
8/21/2026 11:16,AAPL,Dow 30 / Nasdaq 100 / S&P 500,309.93,310,0.2228,4.1,4.23,0.5156,-0.4844,0.0417,-0.2937,-0.2513,0.1711,0.0299,-0.0295,5.8,6.15,0.5238,-0.4762,0.0277,-0.2257,-0.1833,0.2417,0.06,-0.0587,7.3,7.24,0.5297,-0.4703,0.022,-0.1926,-0.1503,0.2958,0.0901,-0.0878
8/21/2026 11:16,ABBV,S&P 500,266.31,270,0.2517,2.12,3.08,0.3632,-0.6368,0.0404,-0.2618,-0.2248,0.1384,0.0181,-0.0336,3.35,19.1,0.4173,-0.5827,0.029,-0.2025,-0.1656,0.2036,0.0411,-0.0623,4.3,25.35,0.4425,-0.5575,0.0239,-0.1706,-0.1337,0.2522,0.0648,-0.0901
8/21/2026 11:16,ABNB,Nasdaq 100,187.87,190,0.3102,2.45,6.25,0.4135,-0.5865,0.0483,-0.2349,-0.2089,0.1013,0.0144,-0.022,3.05,4.8,0.4535,-0.5465,0.0334,-0.1788,-0.1528,0.1458,0.0312,-0.0416,4.39,6,0.4747,-0.5253,0.0262,-0.1554,-0.1295,0.1794,0.0482,-0.0608
8/21/2026 11:16,ABT,S&P 500,115.88,115,0.26,2.05,2.59,0.6012,-0.3988,0.0925,-0.1243,-0.1086,0.062,0.0129,-0.0091,2.7,2.75,0.5817,-0.4183,0.0634,-0.0947,-0.079,0.0886,0.0247,-0.0193,2.5,3.5,0.5774,-0.4226,0.0524,-0.0782,-0.0625,0.1088,0.0364,-0.0296
8/21/2026 11:16,ACN,S&P 500,186.43,185,0.5295,5.08,4,0.5615,-0.4385,0.0288,-0.3984,-0.3731,0.1018,0.0189,-0.0166,5.82,5.11,0.5578,-0.4422,0.0208,-0.281,-0.2557,0.1441,0.0366,-0.0342,8.23,7.1,0.5586,-0.4414,0.0171,-0.2294,-0.2041,0.1765,0.0541,-0.0521
8/21/2026 11:16,ADBE,Nasdaq 100 / S&P 500,275.61,280,0.4744,5.52,9.55,0.4234,-0.5766,0.0216,-0.5217,-0.4833,0.1495,0.0213,-0.0323,8.19,11.1,0.4577,-0.5423,0.0157,-0.373,-0.3347,0.2141,0.0452,-0.062,13.71,17.5,0.4924,-0.5076,0.0101,-0.3904,-0.3521,0.2637,0.07,-0.0906
8/21/2026 11:16,ADI,Nasdaq 100,371.8,370,0.3921,12.4,6.8,0.5533,-0.4467,0.0196,-0.5971,-0.5464,0.2036,0.0377,-0.0332,17.7,10.2,0.5491,-0.4509,0.0129,-0.4587,-0.4081,0.2883,0.0731,-0.0685,12.4,15.3,0.5522,-0.4478,0.012,-0.3375,-0.287,0.3527,0.1097,-0.1026
8/21/2026 11:16,ADP,Nasdaq 100,280.96,280,0.3073,4.17,2.42,0.5494,-0.4506,0.0331,-0.3585,-0.3201,0.154,0.0286,-0.0251,6.85,3.92,0.5469,-0.4531,0.023,-0.2635,-0.2252,0.218,0.056,-0.0512,7.83,4.5,0.5493,-0.4507,0.0197,-0.2094,-0.1712,0.2668,0.0837,-0.077
8/21/2026 11:16,ADSK,Nasdaq 100,253.99,250,0.7795,13.5,9.2,0.583,-0.417,0.0142,-0.7829,-0.7487,0.1373,0.0259,-0.022,12.77,10.2,0.5799,-0.4201,0.0118,-0.4788,-0.4446,0.1945,0.0506,-0.0451,15.05,11.7,0.5808,-0.4192,0.011,-0.347,-0.3129,0.238,0.0754,-0.068
8/21/2026 11:16,AEP,Nasdaq 100,122.38,120,0.8203,7.2,0.05,0.5941,-0.4059,0.0279,-0.3941,-0.3777,0.0657,0.0126,-0.0104,7.2,0.05,0.5849,-0.4151,0.0198,-0.2823,-0.2659,0.0934,0.024,-0.022,8.3,1.36,0.6311,-0.3689,0.0406,-0.0933,-0.0769,0.1107,0.0415,-0.0274
8/21/2026 11:16,ALNY,Nasdaq 100,237.15,240,0.2886,0.65,9.4,0.3994,-0.6006,0.0407,-0.274,-0.2412,0.1268,0.0177,-0.0283,0.65,9.4,0.4407,-0.5593,0.0294,-0.2026,-0.1698,0.1832,0.0385,-0.0534,8.7,17.29,0.4857,-0.5143,0.0163,-0.2474,-0.2146,0.2268,0.0612,-0.0765
8/21/2026 11:16,AMAT,Nasdaq 100 / S&P 500,485.75,490,0.5209,12.53,16.95,0.4715,-0.5285,0.0114,-1.0256,-0.9586,0.2677,0.0416,-0.0523,25.76,22.83,0.4961,-0.5039,0.0077,-0.772,-0.705,0.3795,0.0851,-0.1025,23.35,23.85,0.5081,-0.4919,0.0063,-0.631,-0.5641,0.4647,0.1283,-0.1529
8/21/2026 11:16,AMD,Nasdaq 100 / S&P 500,467.26,470,0.4922,11.9,16,0.485,-0.515,0.0125,-0.9364,-0.8721,0.258,0.0412,-0.0488,19.45,22.24,0.5038,-0.4962,0.0086,-0.6876,-0.6233,0.3651,0.0836,-0.0964,22.66,26.18,0.5148,-0.4852,0.007,-0.5737,-0.5095,0.4468,0.1256,-0.144
8/21/2026 11:16,AMGN,Dow 30 / Nasdaq 100 / S&P 500,439.2,440,0.3695,6.98,5.87,0.5036,-0.4964,0.0177,-0.6695,-0.6093,0.2426,0.0407,-0.0436,7.22,13.75,0.5142,-0.4858,0.0133,-0.4546,-0.3944,0.3429,0.082,-0.0864,11.45,6.57,0.5218,-0.4782,0.0109,-0.3774,-0.3173,0.4197,0.1233,-0.1291
8/21/2026 11:16,AMT,S&P 500,176.81,175,0.6211,2.2,0.35,0.569,-0.431,0.0258,-0.4397,-0.4157,0.0962,0.0179,-0.0156,2.2,0.35,0.564,-0.436,0.0183,-0.3148,-0.2909,0.1364,0.0346,-0.0324,6.83,4.29,0.5821,-0.4179,0.0282,-0.1419,-0.118,0.1656,0.0554,-0.045
8/21/2026 11:16,AMZN,Dow 30 / Nasdaq 100 / S&P 500,259.54,260,0.296,4.25,3.8,0.5003,-0.4997,0.0375,-0.3204,-0.2848,0.1434,0.0241,-0.0257,6.07,5.92,0.513,-0.487,0.0256,-0.2393,-0.2038,0.2027,0.0487,-0.0509,7.22,6.75,0.5205,-0.4795,0.0213,-0.1949,-0.1594,0.248,0.0733,-0.0758
8/21/2026 11:16,APP,Nasdaq 100,303.54,300,0.5092,11,7.3,0.5851,-0.4149,0.0182,-0.6188,-0.5778,0.1639,0.032,-0.0254,13.5,11.49,0.5731,-0.4269,0.0126,-0.4572,-0.4162,0.2332,0.0612,-0.0537,16.1,13.7,0.571,-0.429,0.0103,-0.3778,-0.3368,0.2858,0.0897,-0.0824
8/21/2026 11:16,ARM,Nasdaq 100,246.27,250,0.6068,7.21,12.15,0.4501,-0.5499,0.0191,-0.5994,-0.5652,0.135,0.02,-0.0279,11.6,16.24,0.4831,-0.5169,0.0129,-0.4532,-0.419,0.1922,0.0415,-0.0542,14.3,17.97,0.499,-0.501,0.0106,-0.3736,-0.3394,0.2357,0.0628,-0.0806
8/21/2026 11:16,ASML,Nasdaq 100,1750.33,1750,0.408,44.32,39.74,0.5194,-0.4806,0.004,-2.9337,-2.6942,0.9659,0.1666,-0.1687,57.9,58,0.5266,-0.4734,0.0028,-2.1558,-1.9166,1.3645,0.3309,-0.339,104.6,70.45,0.533,-0.467,0.0021,-1.9325,-1.6935,1.6692,0.4912,-0.5127
8/21/2026 11:16,AVGO,Nasdaq 100 / S&P 500,367.36,370,0.4009,7.4,9.91,0.4665,-0.5335,0.0195,-0.6016,-0.551,0.2022,0.0315,-0.0394,16.9,18.98,0.5055,-0.4945,0.0093,-0.6358,-0.5852,0.287,0.065,-0.0767,18.2,19.8,0.5128,-0.4872,0.0083,-0.4768,-0.4263,0.3514,0.0979,-0.1144
8/21/2026 11:16,AXON,Nasdaq 100,630.1,630,0.5257,13.33,27,0.5206,-0.4794,0.0087,-1.3478,-1.2616,0.3476,0.0593,-0.0614,18.92,33.64,0.5281,-0.4719,0.0064,-0.9255,-0.8394,0.4911,0.1179,-0.1233,34.48,30.42,0.5346,-0.4654,0.005,-0.7897,-0.7037,0.6007,0.1752,-0.1863
8/21/2026 11:16,AXP,Dow 30 / S&P 500,335.69,340,0.2644,2.75,9.84,0.3807,-0.6193,0.031,-0.3515,-0.305,0.1771,0.0239,-0.0412,5.1,11.06,0.4308,-0.5692,0.0217,-0.2726,-0.2261,0.2583,0.0533,-0.0768,6.1,11.88,0.4492,-0.5508,0.0189,-0.2165,-0.1701,0.3186,0.0828,-0.1122
8/21/2026 11:16,BA,Dow 30 / S&P 500,213.34,210,0.2782,5.55,2.01,0.675,-0.325,0.0438,-0.2303,-0.2016,0.1063,0.0266,-0.0136,6.69,3.1,0.6301,-0.3699,0.0303,-0.1855,-0.1568,0.1577,0.0489,-0.0315,8.9,3.99,0.6165,-0.3835,0.025,-0.1557,-0.1271,0.1954,0.071,-0.0495
8/21/2026 11:16,BAC,S&P 500,62.08,60,0.2217,2.22,0.15,0.8758,-0.1242,0.1076,-0.035,-0.0268,0.0176,0.01,-0.0015,2.35,0.39,0.802,-0.198,0.1032,-0.0333,-0.0251,0.0338,0.0181,-0.0048,2.53,0.55,0.7811,-0.2189,0.0969,-0.0277,-0.0195,0.044,0.0264,-0.008
8/21/2026 11:16,BKNG,Nasdaq 100 / S&P 500,210.18,210,0.4025,3.37,4.56,0.5239,-0.4761,0.034,-0.3476,-0.3189,0.1159,0.0202,-0.02,6.2,5,0.5296,-0.4704,0.0253,-0.238,-0.2092,0.1638,0.0402,-0.0402,6.37,6,0.5343,-0.4657,0.0214,-0.1904,-0.1617,0.2004,0.0601,-0.0604
8/21/2026 11:16,BKR,Nasdaq 100,62.46,60,1.4648,2.78,0.03,0.6195,-0.3805,0.0301,-0.3492,-0.341,0.0329,0.0062,-0.0053,2.78,0.03,0.6142,-0.3858,0.0213,-0.2489,-0.2407,0.0468,0.0115,-0.0115,4.1,1.05,0.6933,-0.3067,0.0598,-0.0545,-0.0463,0.0526,0.0227,-0.0117
8/21/2026 11:16,BLK,S&P 500,1150.29,1150,0.2879,19,15.4,0.52,-0.48,0.0087,-1.3846,-1.2272,0.6347,0.1111,-0.1093,20.89,21,0.5264,-0.4736,0.0059,-1.0315,-0.8742,0.8968,0.2215,-0.2187,28.2,25,0.5321,-0.4679,0.0053,-0.7882,-0.6311,1.0972,0.3339,-0.3258
8/21/2026 11:16,BMY,S&P 500,67.43,65,0.3789,2.29,0.3,0.7711,-0.2289,0.0856,-0.0832,-0.0743,0.0283,0.0094,-0.0031,2.75,1.16,0.7281,-0.2719,0.0732,-0.06,-0.0511,0.0438,0.0176,-0.0073,3.21,0.81,0.7306,-0.2694,0.072,-0.0424,-0.0335,0.0534,0.0264,-0.0109
8/21/2026 11:16,BNY,S&P 500,158.47,160,0.2944,0.25,0.3,0.424,-0.576,0.0606,-0.1897,-0.1678,0.086,0.0125,-0.0181,0.25,0.3,0.4584,-0.5416,0.0434,-0.139,-0.1171,0.1231,0.0267,-0.0346,3.53,3.86,0.4609,-0.5391,0.0466,-0.0902,-0.0684,0.1509,0.0403,-0.0514
8/21/2026 11:16,BRK-B,S&P 500,498.91,500,0.1462,3.6,3.55,0.4799,-0.5201,0.0394,-0.3199,-0.2514,0.2753,0.0452,-0.0506,5.25,5.7,0.5025,-0.4975,0.0265,-0.2479,-0.1796,0.3898,0.0939,-0.0975,6.9,6.43,0.5148,-0.4852,0.0217,-0.2088,-0.1405,0.4771,0.1435,-0.1434
8/21/2026 11:16,C,S&P 500,130.91,130,0.2671,2.92,1.69,0.5925,-0.4075,0.0802,-0.1445,-0.1268,0.0704,0.0144,-0.0105,3.35,2.48,0.5737,-0.4263,0.0528,-0.1139,-0.0961,0.1005,0.0274,-0.0223,4.1,2.98,0.5696,-0.4304,0.0425,-0.0961,-0.0783,0.1234,0.0404,-0.0342
